anchor,positive,negative,anchor_identity,positive_identity,negative_identity,subgroup
data\raw\images\fairface_0004756.jpg,data\raw\images\fairface_0004774.jpg,data\raw\images\fairface_0001222.jpg,train_identity_1366,train_identity_1366,train_identity_0221,Male_20-39_Medium
data\raw\images\fairface_0004756.jpg,data\raw\images\fairface_0004793.jpg,data\raw\images\fairface_0000749.jpg,train_identity_1366,train_identity_1366,train_identity_0934,Male_20-39_Medium
data\raw\images\fairface_0004774.jpg,data\raw\images\fairface_0004793.jpg,data\raw\images\fairface_0007378.jpg,train_identity_1366,train_identity_1366,train_identity_0406,Male_20-39_Medium
data\raw\images\fairface_0004795.jpg,data\raw\images\fairface_0004802.jpg,data\raw\images\fairface_0006139.jpg,train_identity_1367,train_identity_1367,train_identity_0584,Male_20-39_Medium
data\raw\images\fairface_0004795.jpg,data\raw\images\fairface_0004813.jpg,data\raw\images\fairface_0006814.jpg,train_identity_1367,train_identity_1367,train_identity_1202,Male_20-39_Medium
data\raw\images\fairface_0004795.jpg,data\raw\images\fairface_0004825.jpg,data\raw\images\fairface_0009818.jpg,train_identity_1367,train_identity_1367,train_identity_0662,Male_20-39_Medium
data\raw\images\fairface_0004802.jpg,data\raw\images\fairface_0004813.jpg,data\raw\images\fairface_0006381.jpg,train_identity_1367,train_identity_1367,train_identity_0254,Male_20-39_Medium
data\raw\images\fairface_0004802.jpg,data\raw\images\fairface_0004825.jpg,data\raw\images\fairface_0003631.jpg,train_identity_1367,train_identity_1367,train_identity_0669,Male_20-39_Medium
data\raw\images\fairface_0004813.jpg,data\raw\images\fairface_0004825.jpg,data\raw\images\fairface_0006592.jpg,train_identity_1367,train_identity_1367,train_identity_0756,Male_20-39_Medium
data\raw\images\fairface_0004829.jpg,data\raw\images\fairface_0004830.jpg,data\raw\images\fairface_0008961.jpg,train_identity_1368,train_identity_1368,train_identity_0646,Male_20-39_Medium
data\raw\images\fairface_0004829.jpg,data\raw\images\fairface_0004840.jpg,data\raw\images\fairface_0001788.jpg,train_identity_1368,train_identity_1368,train_identity_1127,Male_20-39_Medium
data\raw\images\fairface_0004829.jpg,data\raw\images\fairface_0004843.jpg,data\raw\images\fairface_0001512.jpg,train_identity_1368,train_identity_1368,train_identity_1288,Male_20-39_Medium
data\raw\images\fairface_0004830.jpg,data\raw\images\fairface_0004840.jpg,data\raw\images\fairface_0003123.jpg,train_identity_1368,train_identity_1368,train_identity_1324,Male_20-39_Medium
data\raw\images\fairface_0004830.jpg,data\raw\images\fairface_0004843.jpg,data\raw\images\fairface_0009111.jpg,train_identity_1368,train_identity_1368,train_identity_0811,Male_20-39_Medium
data\raw\images\fairface_0004840.jpg,data\raw\images\fairface_0004843.jpg,data\raw\images\fairface_0003028.jpg,train_identity_1368,train_identity_1368,train_identity_0669,Male_20-39_Medium
data\raw\images\fairface_0004854.jpg,data\raw\images\fairface_0004869.jpg,data\raw\images\fairface_0002805.jpg,train_identity_1369,train_identity_1369,train_identity_1319,Male_20-39_Medium
data\raw\images\fairface_0004854.jpg,data\raw\images\fairface_0004873.jpg,data\raw\images\fairface_0009974.jpg,train_identity_1369,train_identity_1369,train_identity_0664,Male_20-39_Medium
data\raw\images\fairface_0004854.jpg,data\raw\images\fairface_0004894.jpg,data\raw\images\fairface_0009966.jpg,train_identity_1369,train_identity_1369,train_identity_1551,Male_20-39_Medium
data\raw\images\fairface_0004869.jpg,data\raw\images\fairface_0004873.jpg,data\raw\images\fairface_0007057.jpg,train_identity_1369,train_identity_1369,train_identity_0081,Male_20-39_Medium
data\raw\images\fairface_0004869.jpg,data\raw\images\fairface_0004894.jpg,data\raw\images\fairface_0009523.jpg,train_identity_1369,train_identity_1369,train_identity_1482,Male_20-39_Medium
data\raw\images\fairface_0004873.jpg,data\raw\images\fairface_0004894.jpg,data\raw\images\fairface_0007624.jpg,train_identity_1369,train_identity_1369,train_identity_1018,Male_20-39_Medium
data\raw\images\fairface_0004919.jpg,data\raw\images\fairface_0004920.jpg,data\raw\images\fairface_0003580.jpg,train_identity_1370,train_identity_1370,train_identity_0140,Male_20-39_Medium
data\raw\images\fairface_0004919.jpg,data\raw\images\fairface_0004928.jpg,data\raw\images\fairface_0002048.jpg,train_identity_1370,train_identity_1370,train_identity_0311,Male_20-39_Medium
data\raw\images\fairface_0004919.jpg,data\raw\images\fairface_0004962.jpg,data\raw\images\fairface_0005106.jpg,train_identity_1370,train_identity_1370,train_identity_1071,Male_20-39_Medium
data\raw\images\fairface_0004920.jpg,data\raw\images\fairface_0004928.jpg,data\raw\images\fairface_0008865.jpg,train_identity_1370,train_identity_1370,train_identity_1463,Male_20-39_Medium
data\raw\images\fairface_0004920.jpg,data\raw\images\fairface_0004962.jpg,data\raw\images\fairface_0007804.jpg,train_identity_1370,train_identity_1370,train_identity_0189,Male_20-39_Medium
data\raw\images\fairface_0004928.jpg,data\raw\images\fairface_0004962.jpg,data\raw\images\fairface_0006111.jpg,train_identity_1370,train_identity_1370,train_identity_0732,Male_20-39_Medium
data\raw\images\fairface_0004976.jpg,data\raw\images\fairface_0004996.jpg,data\raw\images\fairface_0005975.jpg,train_identity_1371,train_identity_1371,train_identity_0167,Male_20-39_Medium
data\raw\images\fairface_0004976.jpg,data\raw\images\fairface_0005000.jpg,data\raw\images\fairface_0000530.jpg,train_identity_1371,train_identity_1371,train_identity_0704,Male_20-39_Medium
data\raw\images\fairface_0004976.jpg,data\raw\images\fairface_0005006.jpg,data\raw\images\fairface_0006965.jpg,train_identity_1371,train_identity_1371,train_identity_1009,Male_20-39_Medium
data\raw\images\fairface_0004996.jpg,data\raw\images\fairface_0005000.jpg,data\raw\images\fairface_0001081.jpg,train_identity_1371,train_identity_1371,train_identity_1117,Male_20-39_Medium
data\raw\images\fairface_0004996.jpg,data\raw\images\fairface_0005006.jpg,data\raw\images\fairface_0005708.jpg,train_identity_1371,train_identity_1371,train_identity_1075,Male_20-39_Medium
data\raw\images\fairface_0005000.jpg,data\raw\images\fairface_0005006.jpg,data\raw\images\fairface_0002661.jpg,train_identity_1371,train_identity_1371,train_identity_1315,Male_20-39_Medium
data\raw\images\fairface_0005054.jpg,data\raw\images\fairface_0005056.jpg,data\raw\images\fairface_0007214.jpg,train_identity_1372,train_identity_1372,train_identity_1424,Male_20-39_Medium
data\raw\images\fairface_0005054.jpg,data\raw\images\fairface_0005064.jpg,data\raw\images\fairface_0001478.jpg,train_identity_1372,train_identity_1372,train_identity_1123,Male_20-39_Medium
data\raw\images\fairface_0005054.jpg,data\raw\images\fairface_0005082.jpg,data\raw\images\fairface_0006198.jpg,train_identity_1372,train_identity_1372,train_identity_1669,Male_20-39_Medium
data\raw\images\fairface_0005056.jpg,data\raw\images\fairface_0005064.jpg,data\raw\images\fairface_0009079.jpg,train_identity_1372,train_identity_1372,train_identity_0919,Male_20-39_Medium
data\raw\images\fairface_0005056.jpg,data\raw\images\fairface_0005082.jpg,data\raw\images\fairface_0003707.jpg,train_identity_1372,train_identity_1372,train_identity_0237,Male_20-39_Medium
data\raw\images\fairface_0005064.jpg,data\raw\images\fairface_0005082.jpg,data\raw\images\fairface_0000463.jpg,train_identity_1372,train_identity_1372,train_identity_0466,Male_20-39_Medium
data\raw\images\fairface_0005094.jpg,data\raw\images\fairface_0005099.jpg,data\raw\images\fairface_0001482.jpg,train_identity_1373,train_identity_1373,train_identity_0116,Male_20-39_Medium
data\raw\images\fairface_0005094.jpg,data\raw\images\fairface_0005101.jpg,data\raw\images\fairface_0000756.jpg,train_identity_1373,train_identity_1373,train_identity_0108,Male_20-39_Medium
data\raw\images\fairface_0005094.jpg,data\raw\images\fairface_0005134.jpg,data\raw\images\fairface_0004376.jpg,train_identity_1373,train_identity_1373,train_identity_0981,Male_20-39_Medium
data\raw\images\fairface_0005099.jpg,data\raw\images\fairface_0005101.jpg,data\raw\images\fairface_0008034.jpg,train_identity_1373,train_identity_1373,train_identity_0087,Male_20-39_Medium
data\raw\images\fairface_0005099.jpg,data\raw\images\fairface_0005134.jpg,data\raw\images\fairface_0000383.jpg,train_identity_1373,train_identity_1373,train_identity_1555,Male_20-39_Medium
data\raw\images\fairface_0005101.jpg,data\raw\images\fairface_0005134.jpg,data\raw\images\fairface_0002160.jpg,train_identity_1373,train_identity_1373,train_identity_0313,Male_20-39_Medium
data\raw\images\fairface_0005143.jpg,data\raw\images\fairface_0005144.jpg,data\raw\images\fairface_0008370.jpg,train_identity_1374,train_identity_1374,train_identity_1026,Male_20-39_Medium
data\raw\images\fairface_0005143.jpg,data\raw\images\fairface_0005147.jpg,data\raw\images\fairface_0009874.jpg,train_identity_1374,train_identity_1374,train_identity_0662,Male_20-39_Medium
data\raw\images\fairface_0005143.jpg,data\raw\images\fairface_0005163.jpg,data\raw\images\fairface_0009826.jpg,train_identity_1374,train_identity_1374,train_identity_1550,Male_20-39_Medium
data\raw\images\fairface_0005144.jpg,data\raw\images\fairface_0005147.jpg,data\raw\images\fairface_0000129.jpg,train_identity_1374,train_identity_1374,train_identity_0040,Male_20-39_Medium
data\raw\images\fairface_0005144.jpg,data\raw\images\fairface_0005163.jpg,data\raw\images\fairface_0006932.jpg,train_identity_1374,train_identity_1374,train_identity_1009,Male_20-39_Medium
data\raw\images\fairface_0005147.jpg,data\raw\images\fairface_0005163.jpg,data\raw\images\fairface_0005082.jpg,train_identity_1374,train_identity_1374,train_identity_1372,Male_20-39_Medium
data\raw\images\fairface_0005181.jpg,data\raw\images\fairface_0005182.jpg,data\raw\images\fairface_0001788.jpg,train_identity_1375,train_identity_1375,train_identity_1127,Male_20-39_Medium
data\raw\images\fairface_0005181.jpg,data\raw\images\fairface_0005190.jpg,data\raw\images\fairface_0007176.jpg,train_identity_1375,train_identity_1375,train_identity_0083,Male_20-39_Medium
data\raw\images\fairface_0005181.jpg,data\raw\images\fairface_0005198.jpg,data\raw\images\fairface_0007300.jpg,train_identity_1375,train_identity_1375,train_identity_1208,Male_20-39_Medium
data\raw\images\fairface_0005182.jpg,data\raw\images\fairface_0005190.jpg,data\raw\images\fairface_0008447.jpg,train_identity_1375,train_identity_1375,train_identity_0428,Male_20-39_Medium
data\raw\images\fairface_0005182.jpg,data\raw\images\fairface_0005198.jpg,data\raw\images\fairface_0006404.jpg,train_identity_1375,train_identity_1375,train_identity_1194,Male_20-39_Medium
data\raw\images\fairface_0005190.jpg,data\raw\images\fairface_0005198.jpg,data\raw\images\fairface_0003799.jpg,train_identity_1375,train_identity_1375,train_identity_0015,Male_20-39_Medium
data\raw\images\fairface_0005216.jpg,data\raw\images\fairface_0005230.jpg,data\raw\images\fairface_0007852.jpg,train_identity_1376,train_identity_1376,train_identity_1439,Male_20-39_Medium
data\raw\images\fairface_0005216.jpg,data\raw\images\fairface_0005235.jpg,data\raw\images\fairface_0006261.jpg,train_identity_1376,train_identity_1376,train_identity_1192,Male_20-39_Medium
data\raw\images\fairface_0005216.jpg,data\raw\images\fairface_0005236.jpg,data\raw\images\fairface_0009816.jpg,train_identity_1376,train_identity_1376,train_identity_1043,Male_20-39_Medium
data\raw\images\fairface_0005230.jpg,data\raw\images\fairface_0005235.jpg,data\raw\images\fairface_0009607.jpg,train_identity_1376,train_identity_1376,train_identity_0814,Male_20-39_Medium
data\raw\images\fairface_0005230.jpg,data\raw\images\fairface_0005236.jpg,data\raw\images\fairface_0002104.jpg,train_identity_1376,train_identity_1376,train_identity_0312,Male_20-39_Medium
data\raw\images\fairface_0005235.jpg,data\raw\images\fairface_0005236.jpg,data\raw\images\fairface_0001407.jpg,train_identity_1376,train_identity_1376,train_identity_1286,Male_20-39_Medium
data\raw\images\fairface_0005245.jpg,data\raw\images\fairface_0005247.jpg,data\raw\images\fairface_0004221.jpg,train_identity_1377,train_identity_1377,train_identity_0545,Male_20-39_Medium
data\raw\images\fairface_0005245.jpg,data\raw\images\fairface_0005253.jpg,data\raw\images\fairface_0000616.jpg,train_identity_1377,train_identity_1377,train_identity_1047,Male_20-39_Medium
data\raw\images\fairface_0005245.jpg,data\raw\images\fairface_0005285.jpg,data\raw\images\fairface_0003013.jpg,train_identity_1377,train_identity_1377,train_identity_0328,Male_20-39_Medium
data\raw\images\fairface_0005247.jpg,data\raw\images\fairface_0005253.jpg,data\raw\images\fairface_0008772.jpg,train_identity_1377,train_identity_1377,train_identity_1546,Male_20-39_Medium
data\raw\images\fairface_0005247.jpg,data\raw\images\fairface_0005285.jpg,data\raw\images\fairface_0004046.jpg,train_identity_1377,train_identity_1377,train_identity_0686,Male_20-39_Medium
data\raw\images\fairface_0005253.jpg,data\raw\images\fairface_0005285.jpg,data\raw\images\fairface_0003773.jpg,train_identity_1377,train_identity_1377,train_identity_0670,Male_20-39_Medium
data\raw\images\fairface_0005316.jpg,data\raw\images\fairface_0005333.jpg,data\raw\images\fairface_0007492.jpg,train_identity_1378,train_identity_1378,train_identity_0805,Male_20-39_Medium
data\raw\images\fairface_0005316.jpg,data\raw\images\fairface_0005341.jpg,data\raw\images\fairface_0003494.jpg,train_identity_1378,train_identity_1378,train_identity_1333,Male_20-39_Medium
data\raw\images\fairface_0005316.jpg,data\raw\images\fairface_0005344.jpg,data\raw\images\fairface_0009973.jpg,train_identity_1378,train_identity_1378,train_identity_0925,Male_20-39_Medium
data\raw\images\fairface_0005333.jpg,data\raw\images\fairface_0005341.jpg,data\raw\images\fairface_0008362.jpg,train_identity_1378,train_identity_1378,train_identity_0913,Male_20-39_Medium
data\raw\images\fairface_0005333.jpg,data\raw\images\fairface_0005344.jpg,data\raw\images\fairface_0008111.jpg,train_identity_1378,train_identity_1378,train_identity_0420,Male_20-39_Medium
data\raw\images\fairface_0005341.jpg,data\raw\images\fairface_0005344.jpg,data\raw\images\fairface_0002673.jpg,train_identity_1378,train_identity_1378,train_identity_0231,Male_20-39_Medium
data\raw\images\fairface_0005345.jpg,data\raw\images\fairface_0005353.jpg,data\raw\images\fairface_0003658.jpg,train_identity_1379,train_identity_1379,train_identity_0794,Male_20-39_Medium
data\raw\images\fairface_0005345.jpg,data\raw\images\fairface_0005366.jpg,data\raw\images\fairface_0003442.jpg,train_identity_1379,train_identity_1379,train_identity_1523,Male_20-39_Medium
data\raw\images\fairface_0005345.jpg,data\raw\images\fairface_0005375.jpg,data\raw\images\fairface_0007629.jpg,train_identity_1379,train_identity_1379,train_identity_0410,Male_20-39_Medium
data\raw\images\fairface_0005353.jpg,data\raw\images\fairface_0005366.jpg,data\raw\images\fairface_0003168.jpg,train_identity_1379,train_identity_1379,train_identity_1707,Male_20-39_Medium
data\raw\images\fairface_0005353.jpg,data\raw\images\fairface_0005375.jpg,data\raw\images\fairface_0007636.jpg,train_identity_1379,train_identity_1379,train_identity_1215,Male_20-39_Medium
data\raw\images\fairface_0005366.jpg,data\raw\images\fairface_0005375.jpg,data\raw\images\fairface_0008140.jpg,train_identity_1379,train_identity_1379,train_identity_0740,Male_20-39_Medium
data\raw\images\fairface_0005396.jpg,data\raw\images\fairface_0005397.jpg,data\raw\images\fairface_0001181.jpg,train_identity_1380,train_identity_1380,train_identity_0112,Male_20-39_Medium
data\raw\images\fairface_0005396.jpg,data\raw\images\fairface_0005414.jpg,data\raw\images\fairface_0004020.jpg,train_identity_1380,train_identity_1380,train_identity_1161,Male_20-39_Medium
data\raw\images\fairface_0005396.jpg,data\raw\images\fairface_0005420.jpg,data\raw\images\fairface_0009439.jpg,train_identity_1380,train_identity_1380,train_identity_0445,Male_20-39_Medium
data\raw\images\fairface_0005397.jpg,data\raw\images\fairface_0005414.jpg,data\raw\images\fairface_0008453.jpg,train_identity_1380,train_identity_1380,train_identity_0635,Male_20-39_Medium
data\raw\images\fairface_0005397.jpg,data\raw\images\fairface_0005420.jpg,data\raw\images\fairface_0009380.jpg,train_identity_1380,train_identity_1380,train_identity_0444,Male_20-39_Medium
data\raw\images\fairface_0005414.jpg,data\raw\images\fairface_0005420.jpg,data\raw\images\fairface_0003000.jpg,train_identity_1380,train_identity_1380,train_identity_0684,Male_20-39_Medium
data\raw\images\fairface_0005428.jpg,data\raw\images\fairface_0005432.jpg,data\raw\images\fairface_0008151.jpg,train_identity_1381,train_identity_1381,train_identity_1024,Male_20-39_Medium
data\raw\images\fairface_0005428.jpg,data\raw\images\fairface_0005437.jpg,data\raw\images\fairface_0009341.jpg,train_identity_1381,train_identity_1381,train_identity_1476,Male_20-39_Medium
data\raw\images\fairface_0005428.jpg,data\raw\images\fairface_0005446.jpg,data\raw\images\fairface_0001024.jpg,train_identity_1381,train_identity_1381,train_identity_0938,Male_20-39_Medium
data\raw\images\fairface_0005432.jpg,data\raw\images\fairface_0005437.jpg,data\raw\images\fairface_0008780.jpg,train_identity_1381,train_identity_1381,train_identity_1233,Male_20-39_Medium
data\raw\images\fairface_0005432.jpg,data\raw\images\fairface_0005446.jpg,data\raw\images\fairface_0006888.jpg,train_identity_1381,train_identity_1381,train_identity_1007,Male_20-39_Medium
data\raw\images\fairface_0005437.jpg,data\raw\images\fairface_0005446.jpg,data\raw\images\fairface_0003237.jpg,train_identity_1381,train_identity_1381,train_identity_1149,Male_20-39_Medium
data\raw\images\fairface_0005451.jpg,data\raw\images\fairface_0005468.jpg,data\raw\images\fairface_0009464.jpg,train_identity_1382,train_identity_1382,train_identity_1630,Male_20-39_Medium
data\raw\images\fairface_0005451.jpg,data\raw\images\fairface_0005484.jpg,data\raw\images\fairface_0005193.jpg,train_identity_1382,train_identity_1382,train_identity_0160,Male_20-39_Medium
data\raw\images\fairface_0005451.jpg,data\raw\images\fairface_0005487.jpg,data\raw\images\fairface_0000049.jpg,train_identity_1382,train_identity_1382,train_identity_0001,Male_20-39_Medium
data\raw\images\fairface_0005468.jpg,data\raw\images\fairface_0005484.jpg,data\raw\images\fairface_0000758.jpg,train_identity_1382,train_identity_1382,train_identity_1269,Male_20-39_Medium
data\raw\images\fairface_0005468.jpg,data\raw\images\fairface_0005487.jpg,data\raw\images\fairface_0005736.jpg,train_identity_1382,train_identity_1382,train_identity_0023,Male_20-39_Medium
data\raw\images\fairface_0005484.jpg,data\raw\images\fairface_0005487.jpg,data\raw\images\fairface_0000222.jpg,train_identity_1382,train_identity_1382,train_identity_0001,Male_20-39_Medium
data\raw\images\fairface_0005498.jpg,data\raw\images\fairface_0005500.jpg,data\raw\images\fairface_0008129.jpg,train_identity_1383,train_identity_1383,train_identity_0912,Male_20-39_Medium
data\raw\images\fairface_0005498.jpg,data\raw\images\fairface_0005503.jpg,data\raw\images\fairface_0000594.jpg,train_identity_1383,train_identity_1383,train_identity_1494,Male_20-39_Medium
data\raw\images\fairface_0005498.jpg,data\raw\images\fairface_0005508.jpg,data\raw\images\fairface_0008757.jpg,train_identity_1383,train_identity_1383,train_identity_0200,Male_20-39_Medium
data\raw\images\fairface_0005500.jpg,data\raw\images\fairface_0005503.jpg,data\raw\images\fairface_0005310.jpg,train_identity_1383,train_identity_1383,train_identity_0754,Male_20-39_Medium
data\raw\images\fairface_0005500.jpg,data\raw\images\fairface_0005508.jpg,data\raw\images\fairface_0002986.jpg,train_identity_1383,train_identity_1383,train_identity_1323,Male_20-39_Medium
data\raw\images\fairface_0005503.jpg,data\raw\images\fairface_0005508.jpg,data\raw\images\fairface_0001334.jpg,train_identity_1383,train_identity_1383,train_identity_0867,Male_20-39_Medium
data\raw\images\fairface_0005553.jpg,data\raw\images\fairface_0005574.jpg,data\raw\images\fairface_0004916.jpg,train_identity_1384,train_identity_1384,train_identity_0156,Male_20-39_Medium
data\raw\images\fairface_0005553.jpg,data\raw\images\fairface_0005578.jpg,data\raw\images\fairface_0009775.jpg,train_identity_1384,train_identity_1384,train_identity_0856,Male_20-39_Medium
data\raw\images\fairface_0005553.jpg,data\raw\images\fairface_0005582.jpg,data\raw\images\fairface_0007186.jpg,train_identity_1384,train_identity_1384,train_identity_0610,Male_20-39_Medium
data\raw\images\fairface_0005574.jpg,data\raw\images\fairface_0005578.jpg,data\raw\images\fairface_0005158.jpg,train_identity_1384,train_identity_1384,train_identity_0246,Male_20-39_Medium
data\raw\images\fairface_0005574.jpg,data\raw\images\fairface_0005582.jpg,data\raw\images\fairface_0000770.jpg,train_identity_1384,train_identity_1384,train_identity_0291,Male_20-39_Medium
data\raw\images\fairface_0005578.jpg,data\raw\images\fairface_0005582.jpg,data\raw\images\fairface_0000819.jpg,train_identity_1384,train_identity_1384,train_identity_0936,Male_20-39_Medium
data\raw\images\fairface_0005590.jpg,data\raw\images\fairface_0005609.jpg,data\raw\images\fairface_0005259.jpg,train_identity_1385,train_identity_1385,train_identity_0247,Male_20-39_Medium
data\raw\images\fairface_0005590.jpg,data\raw\images\fairface_0005620.jpg,data\raw\images\fairface_0004132.jpg,train_identity_1385,train_identity_1385,train_identity_0976,Male_20-39_Medium
data\raw\images\fairface_0005590.jpg,data\raw\images\fairface_0005630.jpg,data\raw\images\fairface_0007048.jpg,train_identity_1385,train_identity_1385,train_identity_0030,Male_20-39_Medium
data\raw\images\fairface_0005609.jpg,data\raw\images\fairface_0005620.jpg,data\raw\images\fairface_0006844.jpg,train_identity_1385,train_identity_1385,train_identity_0177,Male_20-39_Medium
data\raw\images\fairface_0005609.jpg,data\raw\images\fairface_0005630.jpg,data\raw\images\fairface_0000665.jpg,train_identity_1385,train_identity_1385,train_identity_0933,Male_20-39_Medium
data\raw\images\fairface_0005620.jpg,data\raw\images\fairface_0005630.jpg,data\raw\images\fairface_0004625.jpg,train_identity_1385,train_identity_1385,train_identity_0554,Male_20-39_Medium
data\raw\images\fairface_0005641.jpg,data\raw\images\fairface_0005661.jpg,data\raw\images\fairface_0007940.jpg,train_identity_1386,train_identity_1386,train_identity_1441,Male_20-39_Medium
data\raw\images\fairface_0005641.jpg,data\raw\images\fairface_0005686.jpg,data\raw\images\fairface_0002667.jpg,train_identity_1386,train_identity_1386,train_identity_0130,Male_20-39_Medium
data\raw\images\fairface_0005641.jpg,data\raw\images\fairface_0005710.jpg,data\raw\images\fairface_0009215.jpg,train_identity_1386,train_identity_1386,train_identity_0442,Male_20-39_Medium
data\raw\images\fairface_0005661.jpg,data\raw\images\fairface_0005686.jpg,data\raw\images\fairface_0009811.jpg,train_identity_1386,train_identity_1386,train_identity_0815,Male_20-39_Medium
data\raw\images\fairface_0005661.jpg,data\raw\images\fairface_0005710.jpg,data\raw\images\fairface_0006933.jpg,train_identity_1386,train_identity_1386,train_identity_0773,Male_20-39_Medium
data\raw\images\fairface_0005686.jpg,data\raw\images\fairface_0005710.jpg,data\raw\images\fairface_0006345.jpg,train_identity_1386,train_identity_1386,train_identity_0077,Male_20-39_Medium
data\raw\images\fairface_0005739.jpg,data\raw\images\fairface_0005742.jpg,data\raw\images\fairface_0003710.jpg,train_identity_1387,train_identity_1387,train_identity_0886,Male_20-39_Medium
data\raw\images\fairface_0005739.jpg,data\raw\images\fairface_0005758.jpg,data\raw\images\fairface_0006944.jpg,train_identity_1387,train_identity_1387,train_identity_0845,Male_20-39_Medium
data\raw\images\fairface_0005739.jpg,data\raw\images\fairface_0005759.jpg,data\raw\images\fairface_0006672.jpg,train_identity_1387,train_identity_1387,train_identity_0028,Male_20-39_Medium
data\raw\images\fairface_0005742.jpg,data\raw\images\fairface_0005758.jpg,data\raw\images\fairface_0003976.jpg,train_identity_1387,train_identity_1387,train_identity_1345,Male_20-39_Medium
data\raw\images\fairface_0005742.jpg,data\raw\images\fairface_0005759.jpg,data\raw\images\fairface_0003579.jpg,train_identity_1387,train_identity_1387,train_identity_1578,Male_20-39_Medium
data\raw\images\fairface_0005758.jpg,data\raw\images\fairface_0005759.jpg,data\raw\images\fairface_0008557.jpg,train_identity_1387,train_identity_1387,train_identity_1455,Male_20-39_Medium
data\raw\images\fairface_0005764.jpg,data\raw\images\fairface_0005770.jpg,data\raw\images\fairface_0009308.jpg,train_identity_1388,train_identity_1388,train_identity_1474,Male_20-39_Medium
data\raw\images\fairface_0005764.jpg,data\raw\images\fairface_0005779.jpg,data\raw\images\fairface_0007946.jpg,train_identity_1388,train_identity_1388,train_identity_0416,Male_20-39_Medium
data\raw\images\fairface_0005764.jpg,data\raw\images\fairface_0005780.jpg,data\raw\images\fairface_0001862.jpg,train_identity_1388,train_identity_1388,train_identity_0050,Male_20-39_Medium
data\raw\images\fairface_0005770.jpg,data\raw\images\fairface_0005779.jpg,data\raw\images\fairface_0006319.jpg,train_identity_1388,train_identity_1388,train_identity_0386,Male_20-39_Medium
data\raw\images\fairface_0005770.jpg,data\raw\images\fairface_0005780.jpg,data\raw\images\fairface_0006789.jpg,train_identity_1388,train_identity_1388,train_identity_1414,Male_20-39_Medium
data\raw\images\fairface_0005779.jpg,data\raw\images\fairface_0005780.jpg,data\raw\images\fairface_0004395.jpg,train_identity_1388,train_identity_1388,train_identity_1661,Male_20-39_Medium
data\raw\images\fairface_0005805.jpg,data\raw\images\fairface_0005813.jpg,data\raw\images\fairface_0003438.jpg,train_identity_1389,train_identity_1389,train_identity_1332,Male_20-39_Medium
data\raw\images\fairface_0005805.jpg,data\raw\images\fairface_0005820.jpg,data\raw\images\fairface_0003469.jpg,train_identity_1389,train_identity_1389,train_identity_1154,Male_20-39_Medium
data\raw\images\fairface_0005805.jpg,data\raw\images\fairface_0005821.jpg,data\raw\images\fairface_0003042.jpg,train_identity_1389,train_identity_1389,train_identity_1145,Male_20-39_Medium
data\raw\images\fairface_0005813.jpg,data\raw\images\fairface_0005820.jpg,data\raw\images\fairface_0008498.jpg,train_identity_1389,train_identity_1389,train_identity_1623,Male_20-39_Medium
data\raw\images\fairface_0005813.jpg,data\raw\images\fairface_0005821.jpg,data\raw\images\fairface_0009003.jpg,train_identity_1389,train_identity_1389,train_identity_1467,Male_20-39_Medium
data\raw\images\fairface_0005820.jpg,data\raw\images\fairface_0005821.jpg,data\raw\images\fairface_0006266.jpg,train_identity_1389,train_identity_1389,train_identity_0587,Male_20-39_Medium
data\raw\images\fairface_0005838.jpg,data\raw\images\fairface_0005847.jpg,data\raw\images\fairface_0007298.jpg,train_identity_1390,train_identity_1390,train_identity_0182,Male_20-39_Medium
data\raw\images\fairface_0005838.jpg,data\raw\images\fairface_0005853.jpg,data\raw\images\fairface_0000789.jpg,train_identity_1390,train_identity_1390,train_identity_0935,Male_20-39_Medium
data\raw\images\fairface_0005838.jpg,data\raw\images\fairface_0005860.jpg,data\raw\images\fairface_0001050.jpg,train_identity_1390,train_identity_1390,train_identity_1116,Male_20-39_Medium
data\raw\images\fairface_0005847.jpg,data\raw\images\fairface_0005853.jpg,data\raw\images\fairface_0002929.jpg,train_identity_1390,train_identity_1390,train_identity_0765,Male_20-39_Medium
data\raw\images\fairface_0005847.jpg,data\raw\images\fairface_0005860.jpg,data\raw\images\fairface_0009830.jpg,train_identity_1390,train_identity_1390,train_identity_1489,Male_20-39_Medium
data\raw\images\fairface_0005853.jpg,data\raw\images\fairface_0005860.jpg,data\raw\images\fairface_0009536.jpg,train_identity_1390,train_identity_1390,train_identity_0657,Male_20-39_Medium
data\raw\images\fairface_0005866.jpg,data\raw\images\fairface_0005872.jpg,data\raw\images\fairface_0004222.jpg,train_identity_1391,train_identity_1391,train_identity_0834,Male_20-39_Medium
data\raw\images\fairface_0005866.jpg,data\raw\images\fairface_0005875.jpg,data\raw\images\fairface_0006053.jpg,train_identity_1391,train_identity_1391,train_identity_1189,Male_20-39_Medium
data\raw\images\fairface_0005866.jpg,data\raw\images\fairface_0005901.jpg,data\raw\images\fairface_0002088.jpg,train_identity_1391,train_identity_1391,train_identity_0763,Male_20-39_Medium
data\raw\images\fairface_0005872.jpg,data\raw\images\fairface_0005875.jpg,data\raw\images\fairface_0002477.jpg,train_identity_1391,train_identity_1391,train_identity_0712,Male_20-39_Medium
