image_a,image_b,label,subgroup,synthetic_identity_a,synthetic_identity_b,split
data\raw\images\fairface_0001782.jpg,data\raw\images\fairface_0009108.jpg,0,Female_0-19_Medium__vs__Male_20-39_Medium,audit_identity_0026,audit_identity_0318,audit
data\raw\images\fairface_0006956.jpg,data\raw\images\fairface_0005152.jpg,0,Female_20-39_Light__vs__Female_60+_Light,audit_identity_0086,audit_identity_0166,audit
data\raw\images\fairface_0005269.jpg,data\raw\images\fairface_0009419.jpg,0,Female_20-39_Light__vs__Male_60+_Dark,audit_identity_0081,audit_identity_0354,audit
data\raw\images\fairface_0006352.jpg,data\raw\images\fairface_0005016.jpg,0,Female_20-39_Medium__vs__Male_40-59_Medium,audit_identity_0127,audit_identity_0343,audit
data\raw\images\fairface_0004606.jpg,data\raw\images\fairface_0006890.jpg,0,Female_0-19_Dark__vs__Male_20-39_Light,audit_identity_0004,audit_identity_0261,audit
data\raw\images\fairface_0003093.jpg,data\raw\images\fairface_0003048.jpg,0,Female_0-19_Medium__vs__Male_40-59_Medium,audit_identity_0031,audit_identity_0341,audit
data\raw\images\fairface_0005117.jpg,data\raw\images\fairface_0005869.jpg,0,Male_20-39_Light__vs__Male_60+_Light,audit_identity_0255,audit_identity_0360,audit
data\raw\images\fairface_0001473.jpg,data\raw\images\fairface_0003287.jpg,0,Female_20-39_Medium__vs__Female_20-39_Medium,audit_identity_0105,audit_identity_0111,audit
data\raw\images\fairface_0003167.jpg,data\raw\images\fairface_0005868.jpg,0,Female_20-39_Light__vs__Male_20-39_Medium,audit_identity_0072,audit_identity_0301,audit
data\raw\images\fairface_0003198.jpg,data\raw\images\fairface_0001375.jpg,0,Male_20-39_Light__vs__Male_60+_Dark,audit_identity_0249,audit_identity_0353,audit
data\raw\images\fairface_0007522.jpg,data\raw\images\fairface_0004056.jpg,0,Male_20-39_Medium__vs__Male_60+_Medium,audit_identity_0309,audit_identity_0370,audit
data\raw\images\fairface_0007579.jpg,data\raw\images\fairface_0003979.jpg,0,Male_20-39_Dark__vs__Male_40-59_Light,audit_identity_0235,audit_identity_0328,audit
data\raw\images\fairface_0009412.jpg,data\raw\images\fairface_0002497.jpg,0,Male_0-19_Medium__vs__Male_40-59_Medium,audit_identity_0225,audit_identity_0340,audit
data\raw\images\fairface_0008278.jpg,data\raw\images\fairface_0005920.jpg,0,Female_20-39_Light__vs__Male_0-19_Light,audit_identity_0091,audit_identity_0194,audit
data\raw\images\fairface_0000156.jpg,data\raw\images\fairface_0000888.jpg,0,Female_20-39_Dark__vs__Male_60+_Medium,audit_identity_0047,audit_identity_0365,audit
data\raw\images\fairface_0001283.jpg,data\raw\images\fairface_0002485.jpg,0,Female_20-39_Medium__vs__Male_60+_Light,audit_identity_0104,audit_identity_0357,audit
data\raw\images\fairface_0007512.jpg,data\raw\images\fairface_0007307.jpg,0,Female_0-19_Medium__vs__Female_40-59_Light,audit_identity_0040,audit_identity_0151,audit
data\raw\images\fairface_0000156.jpg,data\raw\images\fairface_0005096.jpg,0,Female_20-39_Dark__vs__Male_40-59_Medium,audit_identity_0047,audit_identity_0344,audit
data\raw\images\fairface_0003786.jpg,data\raw\images\fairface_0004028.jpg,0,Male_20-39_Light__vs__Male_40-59_Dark,audit_identity_0252,audit_identity_0325,audit
data\raw\images\fairface_0004004.jpg,data\raw\images\fairface_0007108.jpg,0,Female_0-19_Light__vs__Female_0-19_Medium,audit_identity_0013,audit_identity_0040,audit
data\raw\images\fairface_0007325.jpg,data\raw\images\fairface_0001662.jpg,0,Male_20-39_Light__vs__Male_60+_Light,audit_identity_0263,audit_identity_0357,audit
data\raw\images\fairface_0008261.jpg,data\raw\images\fairface_0001462.jpg,0,Female_0-19_Dark__vs__Male_20-39_Dark,audit_identity_0007,audit_identity_0229,audit
data\raw\images\fairface_0007284.jpg,data\raw\images\fairface_0008487.jpg,0,Male_20-39_Medium__vs__Male_20-39_Medium,audit_identity_0308,audit_identity_0314,audit
data\raw\images\fairface_0005495.jpg,data\raw\images\fairface_0003723.jpg,0,Female_0-19_Medium__vs__Male_0-19_Medium,audit_identity_0036,audit_identity_0211,audit
data\raw\images\fairface_0008753.jpg,data\raw\images\fairface_0009727.jpg,0,Male_20-39_Dark__vs__Male_20-39_Light,audit_identity_0238,audit_identity_0270,audit
data\raw\images\fairface_0003749.jpg,data\raw\images\fairface_0009479.jpg,0,Female_20-39_Light__vs__Male_0-19_Light,audit_identity_0074,audit_identity_0200,audit
data\raw\images\fairface_0005664.jpg,data\raw\images\fairface_0001896.jpg,0,Male_0-19_Light__vs__Male_40-59_Medium,audit_identity_0193,audit_identity_0337,audit
data\raw\images\fairface_0003762.jpg,data\raw\images\fairface_0005997.jpg,0,Male_20-39_Medium__vs__Male_20-39_Medium,audit_identity_0291,audit_identity_0302,audit
data\raw\images\fairface_0002353.jpg,data\raw\images\fairface_0000321.jpg,0,Female_20-39_Medium__vs__Male_60+_Medium,audit_identity_0108,audit_identity_0364,audit
data\raw\images\fairface_0003122.jpg,data\raw\images\fairface_0009645.jpg,0,Female_20-39_Dark__vs__Female_60+_Light,audit_identity_0052,audit_identity_0168,audit
data\raw\images\fairface_0006527.jpg,data\raw\images\fairface_0002281.jpg,0,Female_20-39_Medium__vs__Female_40-59_Medium,audit_identity_0128,audit_identity_0156,audit
data\raw\images\fairface_0009167.jpg,data\raw\images\fairface_0004143.jpg,0,Male_0-19_Medium__vs__Male_20-39_Medium,audit_identity_0224,audit_identity_0293,audit
data\raw\images\fairface_0000189.jpg,data\raw\images\fairface_0007698.jpg,0,Female_20-39_Dark__vs__Female_20-39_Medium,audit_identity_0048,audit_identity_0134,audit
data\raw\images\fairface_0009616.jpg,data\raw\images\fairface_0009626.jpg,0,Female_20-39_Light__vs__Male_60+_Medium,audit_identity_0096,audit_identity_0377,audit
data\raw\images\fairface_0007742.jpg,data\raw\images\fairface_0007514.jpg,0,Female_60+_Medium__vs__Male_0-19_Medium,audit_identity_0174,audit_identity_0220,audit
data\raw\images\fairface_0000746.jpg,data\raw\images\fairface_0005577.jpg,0,Female_20-39_Light__vs__Female_60+_Medium,audit_identity_0063,audit_identity_0173,audit
data\raw\images\fairface_0008287.jpg,data\raw\images\fairface_0001469.jpg,0,Male_20-39_Light__vs__Male_40-59_Light,audit_identity_0266,audit_identity_0326,audit
data\raw\images\fairface_0006352.jpg,data\raw\images\fairface_0007909.jpg,0,Female_20-39_Medium__vs__Male_0-19_Medium,audit_identity_0127,audit_identity_0221,audit
data\raw\images\fairface_0007004.jpg,data\raw\images\fairface_0005208.jpg,0,Female_20-39_Medium__vs__Male_0-19_Light,audit_identity_0130,audit_identity_0193,audit
data\raw\images\fairface_0005495.jpg,data\raw\images\fairface_0009784.jpg,0,Female_0-19_Medium__vs__Male_20-39_Medium,audit_identity_0036,audit_identity_0321,audit
data\raw\images\fairface_0001006.jpg,data\raw\images\fairface_0004338.jpg,0,Female_20-39_Dark__vs__Female_20-39_Dark,audit_identity_0049,audit_identity_0053,audit
data\raw\images\fairface_0004476.jpg,data\raw\images\fairface_0001534.jpg,0,Female_60+_Light__vs__Male_20-39_Light,audit_identity_0166,audit_identity_0244,audit
data\raw\images\fairface_0000180.jpg,data\raw\images\fairface_0003385.jpg,0,Female_40-59_Light__vs__Male_40-59_Dark,audit_identity_0148,audit_identity_0324,audit
data\raw\images\fairface_0009926.jpg,data\raw\images\fairface_0004836.jpg,0,Female_20-39_Medium__vs__Female_40-59_Medium,audit_identity_0144,audit_identity_0158,audit
data\raw\images\fairface_0001791.jpg,data\raw\images\fairface_0009699.jpg,0,Female_0-19_Medium__vs__Female_20-39_Light,audit_identity_0026,audit_identity_0097,audit
data\raw\images\fairface_0007655.jpg,data\raw\images\fairface_0001203.jpg,0,Female_20-39_Medium__vs__Male_20-39_Light,audit_identity_0133,audit_identity_0243,audit
data\raw\images\fairface_0007459.jpg,data\raw\images\fairface_0007971.jpg,0,Female_60+_Dark__vs__Male_40-59_Medium,audit_identity_0164,audit_identity_0350,audit
data\raw\images\fairface_0003110.jpg,data\raw\images\fairface_0004111.jpg,0,Male_20-39_Light__vs__Male_60+_Light,audit_identity_0249,audit_identity_0359,audit
data\raw\images\fairface_0001006.jpg,data\raw\images\fairface_0006408.jpg,0,Female_20-39_Dark__vs__Female_20-39_Dark,audit_identity_0049,audit_identity_0056,audit
data\raw\images\fairface_0009097.jpg,data\raw\images\fairface_0000510.jpg,0,Female_0-19_Dark__vs__Male_20-39_Medium,audit_identity_0007,audit_identity_0273,audit
data\raw\images\fairface_0002504.jpg,data\raw\images\fairface_0001032.jpg,0,Female_0-19_Medium__vs__Female_20-39_Light,audit_identity_0029,audit_identity_0064,audit
data\raw\images\fairface_0005300.jpg,data\raw\images\fairface_0003935.jpg,0,Male_0-19_Medium__vs__Male_20-39_Medium,audit_identity_0214,audit_identity_0292,audit
data\raw\images\fairface_0001469.jpg,data\raw\images\fairface_0003048.jpg,0,Male_40-59_Light__vs__Male_40-59_Medium,audit_identity_0326,audit_identity_0341,audit
data\raw\images\fairface_0009122.jpg,data\raw\images\fairface_0003184.jpg,0,Female_0-19_Medium__vs__Male_40-59_Medium,audit_identity_0044,audit_identity_0341,audit
data\raw\images\fairface_0006531.jpg,data\raw\images\fairface_0009674.jpg,0,Male_20-39_Light__vs__Male_40-59_Light,audit_identity_0260,audit_identity_0334,audit
data\raw\images\fairface_0003875.jpg,data\raw\images\fairface_0006318.jpg,0,Female_40-59_Medium__vs__Female_60+_Medium,audit_identity_0157,audit_identity_0174,audit
data\raw\images\fairface_0004698.jpg,data\raw\images\fairface_0005490.jpg,0,Female_0-19_Medium__vs__Male_20-39_Light,audit_identity_0034,audit_identity_0256,audit
data\raw\images\fairface_0005261.jpg,data\raw\images\fairface_0006207.jpg,0,Female_20-39_Medium__vs__Female_20-39_Medium,audit_identity_0122,audit_identity_0126,audit
data\raw\images\fairface_0000142.jpg,data\raw\images\fairface_0006846.jpg,0,Female_0-19_Light__vs__Female_0-19_Medium,audit_identity_0009,audit_identity_0039,audit
data\raw\images\fairface_0009095.jpg,data\raw\images\fairface_0000680.jpg,0,Female_20-39_Light__vs__Male_20-39_Medium,audit_identity_0094,audit_identity_0274,audit
data\raw\images\fairface_0002193.jpg,data\raw\images\fairface_0004027.jpg,0,Male_20-39_Medium__vs__Male_60+_Medium,audit_identity_0282,audit_identity_0370,audit
data\raw\images\fairface_0008286.jpg,data\raw\images\fairface_0007292.jpg,0,Female_20-39_Light__vs__Male_0-19_Light,audit_identity_0091,audit_identity_0196,audit
data\raw\images\fairface_0000726.jpg,data\raw\images\fairface_0002233.jpg,0,Female_0-19_Medium__vs__Female_0-19_Medium,audit_identity_0023,audit_identity_0027,audit
data\raw\images\fairface_0002234.jpg,data\raw\images\fairface_0009696.jpg,0,Female_40-59_Medium__vs__Male_60+_Medium,audit_identity_0156,audit_identity_0378,audit
data\raw\images\fairface_0007579.jpg,data\raw\images\fairface_0000639.jpg,0,Male_20-39_Dark__vs__Male_40-59_Medium,audit_identity_0235,audit_identity_0335,audit
data\raw\images\fairface_0000262.jpg,data\raw\images\fairface_0008928.jpg,0,Female_0-19_Medium__vs__Female_20-39_Dark,audit_identity_0022,audit_identity_0059,audit
data\raw\images\fairface_0005513.jpg,data\raw\images\fairface_0001448.jpg,0,Female_0-19_Light__vs__Male_20-39_Dark,audit_identity_0017,audit_identity_0229,audit
data\raw\images\fairface_0000932.jpg,data\raw\images\fairface_0007838.jpg,0,Female_40-59_Light__vs__Male_20-39_Light,audit_identity_0148,audit_identity_0264,audit
data\raw\images\fairface_0000347.jpg,data\raw\images\fairface_0003895.jpg,0,Female_20-39_Medium__vs__Male_0-19_Medium,audit_identity_0100,audit_identity_0211,audit
data\raw\images\fairface_0002406.jpg,data\raw\images\fairface_0004143.jpg,0,Female_20-39_Medium__vs__Male_20-39_Medium,audit_identity_0108,audit_identity_0293,audit
data\raw\images\fairface_0005507.jpg,data\raw\images\fairface_0001506.jpg,0,Female_60+_Medium__vs__Male_60+_Medium,audit_identity_0172,audit_identity_0366,audit
data\raw\images\fairface_0003961.jpg,data\raw\images\fairface_0009926.jpg,0,Female_20-39_Light__vs__Female_20-39_Medium,audit_identity_0076,audit_identity_0144,audit
data\raw\images\fairface_0005115.jpg,data\raw\images\fairface_0001488.jpg,0,Female_0-19_Light__vs__Female_20-39_Light,audit_identity_0016,audit_identity_0066,audit
data\raw\images\fairface_0009704.jpg,data\raw\images\fairface_0009268.jpg,0,Female_20-39_Light__vs__Male_40-59_Light,audit_identity_0097,audit_identity_0334,audit
data\raw\images\fairface_0004898.jpg,data\raw\images\fairface_0009045.jpg,0,Female_0-19_Light__vs__Male_20-39_Medium,audit_identity_0015,audit_identity_0317,audit
data\raw\images\fairface_0009619.jpg,data\raw\images\fairface_0008753.jpg,0,Female_0-19_Medium__vs__Male_20-39_Dark,audit_identity_0046,audit_identity_0238,audit
data\raw\images\fairface_0004072.jpg,data\raw\images\fairface_0003423.jpg,0,Female_40-59_Light__vs__Male_20-39_Medium,audit_identity_0150,audit_identity_0289,audit
data\raw\images\fairface_0007078.jpg,data\raw\images\fairface_0003827.jpg,0,Male_0-19_Medium__vs__Male_20-39_Light,audit_identity_0220,audit_identity_0252,audit
data\raw\images\fairface_0009323.jpg,data\raw\images\fairface_0003566.jpg,0,Male_0-19_Light__vs__Male_20-39_Medium,audit_identity_0199,audit_identity_0290,audit
data\raw\images\fairface_0001195.jpg,data\raw\images\fairface_0009698.jpg,0,Female_0-19_Medium__vs__Female_20-39_Medium,audit_identity_0024,audit_identity_0143,audit
data\raw\images\fairface_0003499.jpg,data\raw\images\fairface_0004518.jpg,0,Female_60+_Dark__vs__Male_20-39_Light,audit_identity_0164,audit_identity_0254,audit
data\raw\images\fairface_0008907.jpg,data\raw\images\fairface_0009807.jpg,0,Female_20-39_Medium__vs__Male_40-59_Dark,audit_identity_0140,audit_identity_0325,audit
data\raw\images\fairface_0004981.jpg,data\raw\images\fairface_0005012.jpg,0,Female_20-39_Medium__vs__Female_40-59_Light,audit_identity_0121,audit_identity_0150,audit
data\raw\images\fairface_0006862.jpg,data\raw\images\fairface_0001464.jpg,0,Female_20-39_Medium__vs__Male_0-19_Medium,audit_identity_0129,audit_identity_0205,audit
data\raw\images\fairface_0003946.jpg,data\raw\images\fairface_0000666.jpg,0,Female_20-39_Dark__vs__Male_0-19_Medium,audit_identity_0053,audit_identity_0202,audit
data\raw\images\fairface_0009421.jpg,data\raw\images\fairface_0002140.jpg,0,Male_0-19_Medium__vs__Male_40-59_Dark,audit_identity_0225,audit_identity_0323,audit
data\raw\images\fairface_0003926.jpg,data\raw\images\fairface_0001188.jpg,0,Female_20-39_Medium__vs__Female_40-59_Medium,audit_identity_0115,audit_identity_0154,audit
data\raw\images\fairface_0008261.jpg,data\raw\images\fairface_0008969.jpg,0,Female_0-19_Dark__vs__Female_20-39_Medium,audit_identity_0007,audit_identity_0141,audit
data\raw\images\fairface_0004269.jpg,data\raw\images\fairface_0003364.jpg,0,Female_20-39_Light__vs__Male_40-59_Dark,audit_identity_0078,audit_identity_0324,audit
data\raw\images\fairface_0003354.jpg,data\raw\images\fairface_0005092.jpg,0,Female_40-59_Dark__vs__Male_20-39_Dark,audit_identity_0146,audit_identity_0233,audit
data\raw\images\fairface_0008901.jpg,data\raw\images\fairface_0002599.jpg,0,Male_20-39_Light__vs__Male_60+_Medium,audit_identity_0267,audit_identity_0367,audit
data\raw\images\fairface_0007783.jpg,data\raw\images\fairface_0005055.jpg,0,Female_60+_Medium__vs__Male_40-59_Medium,audit_identity_0175,audit_identity_0344,audit
data\raw\images\fairface_0003999.jpg,data\raw\images\fairface_0004514.jpg,0,Female_20-39_Medium__vs__Male_20-39_Medium,audit_identity_0115,audit_identity_0295,audit
data\raw\images\fairface_0004726.jpg,data\raw\images\fairface_0005628.jpg,0,Female_20-39_Medium__vs__Female_20-39_Medium,audit_identity_0119,audit_identity_0124,audit
data\raw\images\fairface_0006389.jpg,data\raw\images\fairface_0009696.jpg,0,Female_0-19_Light__vs__Male_60+_Medium,audit_identity_0017,audit_identity_0378,audit
data\raw\images\fairface_0002233.jpg,data\raw\images\fairface_0004518.jpg,0,Female_0-19_Medium__vs__Male_20-39_Light,audit_identity_0027,audit_identity_0254,audit
data\raw\images\fairface_0009403.jpg,data\raw\images\fairface_0005269.jpg,0,Female_20-39_Dark__vs__Female_20-39_Light,audit_identity_0059,audit_identity_0081,audit
data\raw\images\fairface_0009025.jpg,data\raw\images\fairface_0009102.jpg,0,Male_0-19_Dark__vs__Male_20-39_Medium,audit_identity_0185,audit_identity_0317,audit
data\raw\images\fairface_0002367.jpg,data\raw\images\fairface_0001632.jpg,0,Female_0-19_Dark__vs__Female_0-19_Medium,audit_identity_0002,audit_identity_0025,audit
data\raw\images\fairface_0006794.jpg,data\raw\images\fairface_0000682.jpg,0,Female_20-39_Medium__vs__Male_20-39_Dark,audit_identity_0128,audit_identity_0227,audit
data\raw\images\fairface_0009916.jpg,data\raw\images\fairface_0000916.jpg,0,Female_20-39_Light__vs__Male_20-39_Light,audit_identity_0099,audit_identity_0240,audit
data\raw\images\fairface_0001676.jpg,data\raw\images\fairface_0004524.jpg,0,Female_20-39_Light__vs__Male_20-39_Medium,audit_identity_0066,audit_identity_0296,audit
data\raw\images\fairface_0008734.jpg,data\raw\images\fairface_0000326.jpg,0,Male_20-39_Light__vs__Male_40-59_Medium,audit_identity_0266,audit_identity_0335,audit
data\raw\images\fairface_0005628.jpg,data\raw\images\fairface_0003605.jpg,0,Female_20-39_Medium__vs__Male_20-39_Light,audit_identity_0124,audit_identity_0250,audit
data\raw\images\fairface_0006708.jpg,data\raw\images\fairface_0003335.jpg,0,Female_20-39_Light__vs__Male_0-19_Medium,audit_identity_0085,audit_identity_0210,audit
data\raw\images\fairface_0006411.jpg,data\raw\images\fairface_0000856.jpg,0,Male_0-19_Medium__vs__Male_40-59_Light,audit_identity_0217,audit_identity_0326,audit
data\raw\images\fairface_0002263.jpg,data\raw\images\fairface_0007461.jpg,0,Female_20-39_Medium__vs__Male_60+_Dark,audit_identity_0107,audit_identity_0354,audit
data\raw\images\fairface_0008363.jpg,data\raw\images\fairface_0005227.jpg,0,Female_20-39_Medium__vs__Male_0-19_Dark,audit_identity_0136,audit_identity_0181,audit
data\raw\images\fairface_0004384.jpg,data\raw\images\fairface_0008710.jpg,0,Female_20-39_Light__vs__Male_0-19_Dark,audit_identity_0078,audit_identity_0184,audit
data\raw\images\fairface_0002331.jpg,data\raw\images\fairface_0007783.jpg,0,Female_20-39_Light__vs__Female_60+_Medium,audit_identity_0069,audit_identity_0175,audit
data\raw\images\fairface_0007776.jpg,data\raw\images\fairface_0004785.jpg,0,Female_0-19_Dark__vs__Female_20-39_Light,audit_identity_0007,audit_identity_0079,audit
data\raw\images\fairface_0003127.jpg,data\raw\images\fairface_0002669.jpg,0,Female_40-59_Medium__vs__Male_0-19_Medium,audit_identity_0156,audit_identity_0207,audit
data\raw\images\fairface_0006043.jpg,data\raw\images\fairface_0009170.jpg,0,Female_20-39_Light__vs__Male_40-59_Medium,audit_identity_0084,audit_identity_0352,audit
data\raw\images\fairface_0000903.jpg,data\raw\images\fairface_0006291.jpg,0,Male_20-39_Medium__vs__Male_20-39_Medium,audit_identity_0275,audit_identity_0303,audit
data\raw\images\fairface_0005289.jpg,data\raw\images\fairface_0004490.jpg,0,Female_0-19_Light__vs__Male_0-19_Dark,audit_identity_0016,audit_identity_0180,audit
data\raw\images\fairface_0007524.jpg,data\raw\images\fairface_0004523.jpg,0,Female_20-39_Medium__vs__Male_20-39_Dark,audit_identity_0132,audit_identity_0232,audit
data\raw\images\fairface_0009412.jpg,data\raw\images\fairface_0003865.jpg,0,Male_0-19_Medium__vs__Male_40-59_Light,audit_identity_0225,audit_identity_0328,audit
data\raw\images\fairface_0004383.jpg,data\raw\images\fairface_0006658.jpg,0,Male_0-19_Light__vs__Male_20-39_Light,audit_identity_0192,audit_identity_0260,audit
data\raw\images\fairface_0004048.jpg,data\raw\images\fairface_0005382.jpg,0,Female_20-39_Light__vs__Female_40-59_Medium,audit_identity_0077,audit_identity_0159,audit
data\raw\images\fairface_0003995.jpg,data\raw\images\fairface_0005012.jpg,0,Female_0-19_Dark__vs__Female_40-59_Light,audit_identity_0003,audit_identity_0150,audit
data\raw\images\fairface_0002495.jpg,data\raw\images\fairface_0009769.jpg,0,Female_60+_Light__vs__Male_0-19_Light,audit_identity_0165,audit_identity_0200,audit
data\raw\images\fairface_0005227.jpg,data\raw\images\fairface_0007437.jpg,0,Male_0-19_Dark__vs__Male_40-59_Medium,audit_identity_0181,audit_identity_0349,audit
data\raw\images\fairface_0002554.jpg,data\raw\images\fairface_0004836.jpg,0,Female_20-39_Medium__vs__Female_40-59_Medium,audit_identity_0109,audit_identity_0158,audit
data\raw\images\fairface_0001433.jpg,data\raw\images\fairface_0009692.jpg,0,Female_20-39_Medium__vs__Male_20-39_Light,audit_identity_0105,audit_identity_0269,audit
data\raw\images\fairface_0001173.jpg,data\raw\images\fairface_0004981.jpg,0,Female_20-39_Medium__vs__Female_20-39_Medium,audit_identity_0103,audit_identity_0121,audit
data\raw\images\fairface_0008195.jpg,data\raw\images\fairface_0000708.jpg,0,Female_20-39_Medium__vs__Male_20-39_Medium,audit_identity_0136,audit_identity_0275,audit
data\raw\images\fairface_0004048.jpg,data\raw\images\fairface_0003217.jpg,0,Female_20-39_Light__vs__Male_20-39_Light,audit_identity_0077,audit_identity_0249,audit
data\raw\images\fairface_0005116.jpg,data\raw\images\fairface_0009185.jpg,0,Female_0-19_Dark__vs__Male_0-19_Medium,audit_identity_0004,audit_identity_0224,audit
data\raw\images\fairface_0001300.jpg,data\raw\images\fairface_0001662.jpg,0,Male_20-39_Dark__vs__Male_60+_Light,audit_identity_0228,audit_identity_0357,audit
data\raw\images\fairface_0007108.jpg,data\raw\images\fairface_0003566.jpg,0,Female_0-19_Medium__vs__Male_20-39_Medium,audit_identity_0040,audit_identity_0290,audit
data\raw\images\fairface_0006338.jpg,data\raw\images\fairface_0005012.jpg,0,Female_20-39_Medium__vs__Female_40-59_Light,audit_identity_0126,audit_identity_0150,audit
data\raw\images\fairface_0003252.jpg,data\raw\images\fairface_0004881.jpg,0,Male_20-39_Light__vs__Male_20-39_Medium,audit_identity_0250,audit_identity_0297,audit
data\raw\images\fairface_0009866.jpg,data\raw\images\fairface_0006168.jpg,0,Female_20-39_Light__vs__Male_0-19_Medium,audit_identity_0098,audit_identity_0216,audit
data\raw\images\fairface_0002668.jpg,data\raw\images\fairface_0005579.jpg,0,Female_20-39_Light__vs__Female_20-39_Medium,audit_identity_0070,audit_identity_0123,audit
data\raw\images\fairface_0003228.jpg,data\raw\images\fairface_0008494.jpg,0,Female_0-19_Medium__vs__Male_0-19_Light,audit_identity_0032,audit_identity_0197,audit
data\raw\images\fairface_0004698.jpg,data\raw\images\fairface_0009984.jpg,0,Female_0-19_Medium__vs__Male_60+_Medium,audit_identity_0034,audit_identity_0378,audit
data\raw\images\fairface_0004760.jpg,data\raw\images\fairface_0006532.jpg,0,Female_20-39_Medium__vs__Female_20-39_Medium,audit_identity_0119,audit_identity_0128,audit
data\raw\images\fairface_0003966.jpg,data\raw\images\fairface_0003184.jpg,0,Female_20-39_Light__vs__Male_40-59_Medium,audit_identity_0076,audit_identity_0341,audit
data\raw\images\fairface_0000569.jpg,data\raw\images\fairface_0009926.jpg,0,Female_0-19_Medium__vs__Female_20-39_Medium,audit_identity_0022,audit_identity_0144,audit
data\raw\images\fairface_0000740.jpg,data\raw\images\fairface_0003306.jpg,0,Male_60+_Light__vs__Male_60+_Medium,audit_identity_0355,audit_identity_0368,audit
data\raw\images\fairface_0001794.jpg,data\raw\images\fairface_0005224.jpg,0,Female_20-39_Light__vs__Male_40-59_Light,audit_identity_0067,audit_identity_0330,audit
data\raw\images\fairface_0006823.jpg,data\raw\images\fairface_0009025.jpg,0,Female_20-39_Dark__vs__Male_0-19_Dark,audit_identity_0056,audit_identity_0185,audit
data\raw\images\fairface_0009004.jpg,data\raw\images\fairface_0001261.jpg,0,Male_0-19_Light__vs__Male_20-39_Medium,audit_identity_0198,audit_identity_0277,audit
data\raw\images\fairface_0004565.jpg,data\raw\images\fairface_0008161.jpg,0,Female_40-59_Medium__vs__Male_20-39_Medium,audit_identity_0158,audit_identity_0313,audit
data\raw\images\fairface_0000902.jpg,data\raw\images\fairface_0007046.jpg,0,Female_20-39_Medium__vs__Male_0-19_Medium,audit_identity_0102,audit_identity_0219,audit
data\raw\images\fairface_0004431.jpg,data\raw\images\fairface_0000888.jpg,0,Female_20-39_Dark__vs__Male_60+_Medium,audit_identity_0054,audit_identity_0365,audit
data\raw\images\fairface_0001397.jpg,data\raw\images\fairface_0004469.jpg,0,Female_20-39_Medium__vs__Male_20-39_Light,audit_identity_0104,audit_identity_0254,audit
data\raw\images\fairface_0004048.jpg,data\raw\images\fairface_0008521.jpg,0,Female_20-39_Light__vs__Male_20-39_Medium,audit_identity_0077,audit_identity_0315,audit
data\raw\images\fairface_0003689.jpg,data\raw\images\fairface_0006631.jpg,0,Female_60+_Light__vs__Male_0-19_Medium,audit_identity_0165,audit_identity_0218,audit
data\raw\images\fairface_0002554.jpg,data\raw\images\fairface_0006379.jpg,0,Female_20-39_Medium__vs__Female_20-39_Medium,audit_identity_0109,audit_identity_0127,audit
data\raw\images\fairface_0000577.jpg,data\raw\images\fairface_0008003.jpg,0,Female_20-39_Dark__vs__Male_0-19_Medium,audit_identity_0048,audit_identity_0222,audit
data\raw\images\fairface_0008902.jpg,data\raw\images\fairface_0009642.jpg,0,Female_20-39_Medium__vs__Male_60+_Medium,audit_identity_0140,audit_identity_0378,audit
data\raw\images\fairface_0005709.jpg,data\raw\images\fairface_0000588.jpg,0,Female_20-39_Medium__vs__Male_20-39_Medium,audit_identity_0124,audit_identity_0274,audit
data\raw\images\fairface_0003065.jpg,data\raw\images\fairface_0009102.jpg,0,Male_20-39_Medium__vs__Male_20-39_Medium,audit_identity_0287,audit_identity_0317,audit
data\raw\images\fairface_0002303.jpg,data\raw\images\fairface_0007292.jpg,0,Female_60+_Medium__vs__Male_0-19_Light,audit_identity_0171,audit_identity_0196,audit
data\raw\images\fairface_0001092.jpg,data\raw\images\fairface_0007736.jpg,0,Female_20-39_Light__vs__Female_20-39_Medium,audit_identity_0065,audit_identity_0134,audit
data\raw\images\fairface_0002388.jpg,data\raw\images\fairface_0006742.jpg,0,Male_0-19_Light__vs__Male_20-39_Medium,audit_identity_0188,audit_identity_0305,audit
data\raw\images\fairface_0001092.jpg,data\raw\images\fairface_0005384.jpg,0,Female_20-39_Light__vs__Female_20-39_Light,audit_identity_0065,audit_identity_0082,audit
data\raw\images\fairface_0002179.jpg,data\raw\images\fairface_0008856.jpg,0,Female_0-19_Medium__vs__Female_20-39_Medium,audit_identity_0027,audit_identity_0139,audit
data\raw\images\fairface_0005513.jpg,data\raw\images\fairface_0001008.jpg,0,Female_0-19_Light__vs__Female_40-59_Light,audit_identity_0017,audit_identity_0149,audit
data\raw\images\fairface_0007920.jpg,data\raw\images\fairface_0006188.jpg,0,Female_20-39_Light__vs__Female_60+_Medium,audit_identity_0089,audit_identity_0173,audit
data\raw\images\fairface_0009167.jpg,data\raw\images\fairface_0007238.jpg,0,Male_0-19_Medium__vs__Male_20-39_Medium,audit_identity_0224,audit_identity_0308,audit
data\raw\images\fairface_0004424.jpg,data\raw\images\fairface_0004539.jpg,0,Male_20-39_Light__vs__Male_20-39_Light,audit_identity_0253,audit_identity_0254,audit
data\raw\images\fairface_0008014.jpg,data\raw\images\fairface_0009096.jpg,0,Male_60+_Light__vs__Male_60+_Light,audit_identity_0362,audit_identity_0363,audit
